Count,Index,DialogID,Dialog,Agreed emotion (2/3 vote),Worker 1 answer,Worker 2 answer,Worker 3 answer
166,0.8-180,152192,"Fuck that ! For real , fuck that !
If this guy would have been there when I got bullied I promise that this fucking guy would have been there for me .
Fucking shit !",Furious,Furious,Angry,Furious
167,0.9-24693,63095,"Oh . I wasn 't expecting two of you . Not a problem ... though as long as you know it 's twice the price . Also , I have to charge for the time it takes for any medication to kick in . So if you haven 't already swallowed your pills , then you should go ... I don 't need a pill . I could still talk to you like a teenager .
If you say so . Now , before anything else , you have to swear that you are not police , or else this is enchantment .
Enchantment ?
This pains me more than you could ever know .
Ooh , badges .
Did you bring handcuffs , too ?
Wait , you 're not role-playing .
You 're real police ?
This is so irritating ! All I do is , you know , talk ... For money .",-,Annoyed,Furious,Angry
168,0.9-86239,221258,I 've been waiting for a month now .,Anticipating,Anticipating,Anticipating,Anticipating
169,0.8-537,540240,I was so nervous .,Anxious,Anxious,Anxious,Anxious
170,0.9-46344,118176,"Tell me what it 's about , now . No . Do you have a lighter ?
Should we sneak around ? We 're guests . After three murders I 'm not so sure .",Suggesting,Apprehensive,Suggesting,Suggesting
171,0.9-27720,69822,"Daduji , ifyou permit , I 'd like to say something .
Of course . Please come .
Record this . Brothers , my eyes have been opened by ... what i witnessed here . I 'm ashamed . Daduji rejects the compensation for his son 's death , to start a people 's movement . Manav sacrifices all his billions to protect that movement . And here ... I wear this uniform to serve the goons in power . Shame on me if i serve the corrupt any longer . The austerity oftruth ... is greater than the grandeur of lies . Daduji , please accept me as your soldier . I quit the police force .",Ashamed,Ashamed,Ashamed,Ashamed
172,0.9-185204,474397,"Our concern is for Fire Emblem , who remains unconscious .",Caring,Caring,Caring,Afraid
173,0.9-72336,185497,"Nice shooting , cowboy .
Told you I know how to handle my piece .",Confident,Confident,Confident,Confident
174,0.9-43876,111643,"Where the hell am I gonna go ?
You can live with me .",Content,Content,Lonely,Content
175,0.9-58763,150237,"How 's the situation in Europe ?
We 've tried our best to rescue the refugees that sent the distress signal . But all that 's waiting us was mountain of corpses . The Galactors were a step ahead us . One of them can kill up to 1 00 thousands of people . They were just a year earlier than us stepping into the world of real combat . My freedom was taken since I was a boy. I 've been training hard .",Devastated,Devastated,Devastated,Devastated
176,0.9-104124,267164,"And dad ?
I thought that he might come but he can 't .",Disappointed,Disappointed,Disappointed,Disappointed
177,0.9-116212,298427,"No matter how much you persist , Nothing can be done .
That pile of dog dung is my home .",Disgusted,Disgusted,Disgusted,Angry
178,0.9-46251,118011,"Keep talking to me . Tell me about that ladder .
It was rotten . As soon as I got on it , the rungs broke under me . Bloody nearly fell in . You must have seen Arthur 's car .
But there was no light on . Look , I even sang out down the hole .",-,Embarrassed,Neutral,Ashamed
179,0.9-51663,132820,"Zero ? Are you out of your tiny little minds ?
There was no synchronisation .
Yes ! Look , it 's easy . Just keep it simple . Keep it synchronised .
I can 't ! I can 't take my top off . Everyone will laugh .
Ignore them , Joe . Look , no-one is happy about their bodies . You really think that this will ever win Heat 's torso of the week ?
No , but they might bring back Circle of Shame for those nipples .
Stephen , could you just go and sort out the music ?
This dive is happening !",Excited,Excited,Anticipating,Excited
180,0.9-62534,159958,"What time do you close ?
When there are no customers . Otherwise I work until morning . It 's like you 're determined to make life hard .",Sad,Sad,Sad,Confident
181,0.8-3269,3233532,"Heard u went to the class in the afternoon It 's ok .. no harm will come to your future .
I am so angry , I would kill him !",Angry,Furious,Angry,Angry
182,0.9-30161,76236,"No holes .
Thank goodness !",Grateful,Grateful,Grateful,Grateful
183,0.9-69304,177754,"Hey . You hungry ? Do you want to order in or go out ?
Mom ... Were you in New York the whole time you were gone ?
Of course . Where else would I be ?
Here . Did you come back to have it out with Wilden ?
Hanna , if you 're asking if I killed him , the answer 's no .
I did not kill Detective Wilden .",Guilty,Guilty,Guilty,Ashamed
184,0.9-56528,144938,I hope some day I might be able to return . I wish for that more than anything . I will send word when I can .,Hopeful,Hopeful,Hopeful,Hopeful
185,0.9-48232,123492,"This is my father .
Got nothing better to do than hassling good family men ?
What a great job the Swiss police is doing .",Impressed,Impressed,Impressed,Proud
186,0.9-129440,331873,I envy Harinath .,Jealous,Jealous,Jealous,Disgusted
187,0.9-76809,197089,"Where are your boys now ?
They 're at the ice cream shop with my guys . I 'm going to go and spend some time with them .",Excited,Excited,Excited,Content
188,0.9-22488,57736,No one 's here .,Lonely,Lonely,Lonely,Lonely
189,0.9-61956,158614,"We just came from , uh , 80s night at 107 . We were in a ... Echo and the Bunnymen , do you know that band ?",Nostalgic,Nostalgic,Sentimental,Nostalgic
190,0.9-116186,298354,Witnesses are ready .,Prepared,Prepared,Confident,Prepared
191,0.9-36734,92364,"Uni-Man , I saved two planets .",Proud,Joyful,Proud,Proud
192,0.9-350813,904867,"Wicked old lump .
I 'll see her gone .",Sad,Sad,Devastated,Sad
193,0.9-67352,172208,Your mom used to wear a flower in her lapel .,Nostalgic,Nostalgic,Nostalgic,Sentimental
194,0.9-66552,170218,Rachel . This is a surprise .,Excited,Surprised,Excited,Excited
195,0.9-215105,553052,"'Cause , you know , I prefer the sativa . That hemp star you gave me was just too soporific . Ideally , I 'd like the high to be strong during office hours but peak during lecture .
Try this , Howie . I think you 'll like it .
Bravo .
Greta , we need to talk . Oh , Clinton . Holy shit .
Okay . Hold on . This is for you , and we 're good here .
I 've never seen you . Thank you .
Listen , I was chased all the way here by a giant machine . He was a running machine . I am lucky to be alive . He was so fast , so big ...",-,Terrified,Devastated,Afraid
196,0.9-66023,168923,"Put the knife down . This is over . You 're damn right it 's over .
I trusted her . And look where that got me !",Trusting,Trusting,Trusting,Trusting
197,0.9-65105,166610,"KNOCK ON DOOR Yes !
Can I have a moment ?
You need to hear this too .",Apprehensive,Apprehensive,Agreeing,Apprehensive
198,0.9-17915,46313,That 's a great idea .,Agreeing,Agreeing,Acknowledging,Agreeing
199,0.9-100035,256503,"This is for you .
I hope you like it .",-,Hopeful (Other),Encouraging,Acknowledging
200,0.9-68672,175920,"Drop the scissors , go ! That way the smuggler pulls his eyes .
Come on ! Without other waste time ! Now , little girl ! What woman does not know to use a curlers ?
I think so ! Oh ! With the revolt thing is very strange . Get job a lot of people and what is left are people to work .
But do not despair , little girl . Let 's find . If not tomorrow , then .
I appreciate that . But it does not look good . This is not better than me .
Do not worry .
It will get better .",Consoling,Consoling,Hopeful,Consoling
201,0.9-19788,51399,"Deva , I 'm sorry about all this .",Sympathizing,Sympathizing,Sympathizing,Sympathizing
202,0.9-75490,194034,Maybe we should ...,Suggesting,Suggesting,Suggesting,Suggesting
203,0.9-28800,72883,"Ribs .
So it 's what they call me ?",Questioning,Questioning,Questioning,Questioning
204,0.9-59595,152436,Cheers !,Encouraging,Encouraging,Encouraging,Wishing
205,0.9-39260,99460,"You 've no ideas ?
I do ... but they 're impossible to achieve .",-,Neutral,Discouraged (Other),Agreeing
206,0.9-735177,1914684,"This guest has come from somewhere . He got attracted to my fair skin . And I made a bunch of my things . Don 't , Gamle . Let me sleep for some more time . Who knows what happened to this Maru 's job ! ?
We have to search him . And what it is. I don 't know I 'll tell you what happened .",Anxious,Anxious,Anxious,Afraid
207,0.8-188,159948,"Dress up , sightsee and eat delicious food . I want to give you that life .
Learn Italian . What 's this pole dancing ?
Learn to skate , get tutored in English .
Wow , it 's quite a list .
Oh , right , I have to add a family trip . These would 've been unimaginable last year . We have Mr. Han to thank for this .
I 'm grateful to him .
He 's a good catch . He has his own business , and no in-laws to complicate things .
Don 't say stuff like that in public . People will make fun . Try lasting ten years without a paycheck from your husband . He 's always either in the hospital or holed up writing his novel .
No one has the right to criticize me .",Angry,Annoyed,Angry,Angry
208,0.9-31780,80557,This traffic is too much .,Annoyed,Annoyed,Annoyed,Annoyed
209,0.9-86552,222072,"Ingrid .
Mike . We weren 't expecting you .
I wasn 't expecting you in my bar when it 's shut .
Oh , you have one of those games with the little spinny soccer men with the very tight shorts . So why are you here , at night , when all the booze is gone ?
I 'm waiting for Michelle . We 've been working together .",Anticipating,Anticipating,Anticipating,Anticipating
210,0.8-574,569135,"Drag racing is all about lightning-fast reaction times , having the focus of a sniper , and the testicles of an extremely large bull . As Adam lacked all of these qualities , he was stuck in the stands . This is bull ... And here we go . We 're gonna line up for the showdown . The folks at "" Top Gear "" here at the 45th annual Amalie motor oil Gatornationals .
All right , best out of three , fellas . Let 's see it . Rut and I were about to put ourselves to the ultimate test .
Holy crap , I got nerves right now . As we were getting ready , i tried to remember to keep my heart rate under control , which , oddly enough , was easier with a car full of flies .",Anxious,Anxious,Anxious,Anxious
211,0.9-51496,132292,Now I don 't know whether to stay for science run for cover .,Apprehensive,Apprehensive,Apprehensive,Apprehensive
212,0.9-57653,147686,"O-M-G , Kirby , I was such a pig today . I ate like 50 pieces of fruit .",Guilty,Guilty,Ashamed,Guilty
213,0.9-200226,513637,"Hi , Tommy . I 'm delivering a gift to Addie that 's going to help get her back on track .",Caring,Caring,Caring,Caring
214,0.9-78931,202564,"Got a ticket in my name ?
Pretty confident I 'd join up .",Confident,Confident,Confident,Confident
215,0.9-53627,138045,"I 'm with you , but only until he talks .
Good enough for me .",Acknowledging,Acknowledging,Acknowledging,Content
216,0.9-87366,224048,' .. proof of Jesus ' prophecies that the temple would fall . ' I 'm shattered .,Devastated,Devastated,Devastated,Terrified
217,0.9-115530,296512,"Wait , who are you texting ?
We 're supposed to meet up with some guys but they 're not gonna make it .",Disappointed,Disappointed,Disappointed,Disappointed
218,0.9-116400,298866,"You should employ a security guard .
I feel like Mary Poppins .
You okay , Kálmán ?
That bag 's disgusting ! She gave it to me on our last date .",Disgusted,Disgusted,Disgusted,Disgusted
219,0.9-54986,141521,"Father ... why don 't you change into a sleeping robe ?
I can 't go to dinner here in a sleeping robe .",Embarrassed,Embarrassed,Embarrassed,Apprehensive
220,0.9-58589,149897,"You know , I 'm totally stoked for Draculaura gettin ' to go to Scaris .",Joyful,Excited,Joyful,Joyful
221,0.9-98299,251764,"What is he doing here ?
I 'm a patriot soldier .",Proud,Faithful,Proud,Proud
222,0.8-3351,3309283,"You 're ruining my youth .
I 've been married for 12 hours ! And this bastard is dead drunk !",Angry,Furious,Angry,Angry
223,0.9-37956,95935,"Two months ?
That 's one month grounding from each of us .
Consider it a punishment gift . Without everything you 've ever done for me , we wouldn 't be here right now , and those men wouldn 't have made it .",Grateful,Grateful,Grateful,Grateful
224,0.9-76368,196094,"You 're divorced ?
Yeah . A year ago .
I didn 't tell Julie .",Ashamed,Ashamed,Ashamed,Guilty
225,0.9-60186,153901,"You 're legal . Why 'd you run ?
I was trying to catch one and hoped there was a reward .",Hopeful,Disappointed,Hopeful,Hopeful
226,0.9-85414,219105,"whatsoever to do with the Daily Mail !
Brilliant ! Describing what they did as :",Impressed,Impressed,Impressed,Impressed
227,0.9-133865,342804,"I 'll tell you why next time .
So Goda-san committed suicide .
Oh ... there 's one thing that 's been bothering me . What a splendid hidden vacation home .
How I envy Goda Sensei .",Sentimental,Impressed,Sentimental,Sentimental
